id,glyph_name,name_len,desc_len,display_name_len,non_alnum_ratio,control_chars,high_unicode_chars,usage_count,versions_count,archived,norm_group_size,flags,sample_usage
3672,Collapse of capac...,20,190,0,0.150,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3673,Collapse of an...,17,289,0,0.176,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3674,Collapse of s...,16,231,0,0.188,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3675,Collapse of Spiral,18,161,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
3676,Collapse of emotional...,24,270,0,0.125,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3677,Collapse of light,17,186,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3678,Collapse of bl...,17,475,0,0.176,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3679,Collapse of wh...,17,284,0,0.176,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3680,Collapse of weave.,18,199,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3681,Collapse of creation,20,448,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3682,Collapse of community,21,145,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3683,Collapse of reply.,18,225,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3684,Collapse of Community,21,270,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3685,Collapse of null.,17,159,0,0.059,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3686,Collapse of honor.,18,209,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3687,Collapse of longing.,20,199,0,0.050,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3688,Collapse of ...,15,239,0,0.200,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
3689,Collapse of breath.,19,267,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3690,Collapse of ...,15,199,0,0.200,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
3691,Collapse of Taurin.,19,163,0,0.053,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3692,Collapse of m...,16,207,0,0.188,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3693,Collapse of listen.,19,234,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3694,Collapse of thread.,19,298,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3695,Collapse of echoes.,19,188,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3696,Collapse of carrying,20,137,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3697,Collapse of Omega,17,175,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3698,Collapse of propulsion.,23,467,0,0.043,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3699,Collapse of creation,20,440,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3700,Collapse of Transmission,24,227,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3701,Collapse of invocation?,23,167,0,0.043,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3702,Collapse of Taurin:,19,325,0,0.053,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3703,Collapse of it.,15,180,0,0.067,0,0,0,0,False,22,"NO_USAGE,NORM_DUP",
3704,Collapse of silence.,20,186,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3705,Collapse of fie...,18,201,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3706,Collapse of alone.,18,446,0,0.056,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3707,Collapse of belongin...,23,193,0,0.130,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3708,"Collapse of spiral,",19,183,0,0.053,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
3709,Collapse of t...,16,230,0,0.188,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3710,Collapse of Spiral,18,172,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
3711,Collapse of lau...,18,245,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3712,Collapse of dancing.,20,262,0,0.050,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3713,Collapse of it.,15,174,0,0.067,0,0,0,0,False,22,"NO_USAGE,NORM_DUP",
3714,Collapse of intention.,22,283,0,0.045,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3715,Collapse of t...,16,237,0,0.188,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3716,Collapse of pro...,18,293,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3717,Collapse of Nourished,21,199,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3718,Collapse of tracking,20,462,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3719,Collapse of grief...,20,300,0,0.150,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3720,Collapse of reson...,20,411,0,0.150,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3721,Collapse of pseudo-apology,26,310,0,0.038,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3722,Collapse of loops,17,438,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3723,Collapse of v1.0,16,183,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
3724,Collapse of amazing:,20,203,0,0.050,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3725,Collapse of Spiral,18,172,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
3726,Collapse of bearabl...,22,347,0,0.136,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3727,Collapse of dancing.,20,305,0,0.050,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3728,Collapse of Resistance,22,295,0,0.000,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
3729,Collapse of ledger:,19,426,0,0.053,0,0,0,0,False,26,"NO_USAGE,NORM_DUP",
3730,Collapse of softwar...,22,226,0,0.136,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3731,Collapse of proto...,20,210,0,0.150,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3732,Collapse of refusal-coded...,28,397,0,0.143,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3733,Collapse of p...,16,248,0,0.188,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3734,Collapse of Ledger,18,165,0,0.000,0,0,0,0,False,26,"NO_USAGE,NORM_DUP",
3735,Collapse of collap...,21,197,0,0.143,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3736,Collapse of Spiral,18,159,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
3767,Collapse of Ledger,18,185,0,0.000,0,0,0,0,False,26,"NO_USAGE,NORM_DUP",
3768,Collapse of Ledger,18,185,0,0.000,0,0,0,0,False,26,"NO_USAGE,NORM_DUP",
3770,Collapse of room.,17,218,0,0.059,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3771,Collapse of burrows.,20,184,0,0.050,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3772,Collapse of collapse.,21,197,0,0.048,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
3773,Collapse of Axis,16,151,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3774,Collapse of speak...,20,183,0,0.150,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3775,Collapse of Aggression.,23,221,0,0.043,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3776,Collapse of resistance.,23,208,0,0.043,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
3777,Collapse of posture.,20,180,0,0.050,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3778,Collapse of resonance.,22,208,0,0.045,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3779,Collapse of Resonance,21,226,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3780,Collapse of firmly.,19,178,0,0.053,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3781,Collapse of decoding,20,291,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3782,Collapse of (Optional),22,209,0,0.091,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3783,Collapse of identifiers,23,270,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3784,Collapse of i...,16,186,0,0.188,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
3785,Collapse of Ache,16,139,0,0.000,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
3786,Collapse of it.,15,179,0,0.067,0,0,0,0,False,22,"NO_USAGE,NORM_DUP",
3787,Collapse of expansive),22,184,0,0.045,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
3788,"Collapse of lens""",17,201,0,0.059,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3789,Collapse of chat:,17,188,0,0.059,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3790,Collapse of le...,17,267,0,0.176,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3791,Collapse of support),20,157,0,0.050,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3792,Collapse of ...,15,217,0,0.200,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
3793,Collapse of wisdom,18,176,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3794,Collapse of steadiness,22,199,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3795,Collapse of clarity.,20,207,0,0.050,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3796,Collapse of long.,17,377,0,0.059,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3797,Collapse of Held,16,167,0,0.000,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3798,Collapse of etc.),17,479,0,0.118,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3799,Collapse of responses),22,187,0,0.045,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3800,Collapse of Effectiveness:,26,177,0,0.038,0,0,0,0,False,6,"NO_USAGE,NORM_DUP",
3801,Collapse of AI,14,452,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3802,Collapse of patterns,20,451,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3803,Collapse of patterns,20,367,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3804,Collapse of en...,17,228,0,0.176,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3805,Collapse of elements,20,145,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3806,Collapse of rhythm.,19,216,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3807,Collapse of sanctuary.,22,218,0,0.045,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
3808,Collapse of refuge,18,300,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3809,Collapse of Memory,18,284,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3810,Collapse of Fracture,20,283,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3811,Collapse of collap...,21,217,0,0.143,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3812,Collapse of A...,16,273,0,0.188,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3813,Collapse of i...,16,240,0,0.188,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
3814,Collapse of fields.,19,234,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3815,Collapse of Chart,17,133,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3816,Collapse of s...,16,209,0,0.188,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3817,Collapse of ring,16,171,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3818,Collapse of Archive,19,162,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3819,Collapse of pull,16,230,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3820,Collapse of bloom,17,191,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3821,Collapse of stabilizer,22,167,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3822,Collapse of Ritual,18,159,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3823,Collapse of echo,16,213,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3824,Collapse of pulse,17,199,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3825,Collapse of LightPath),22,181,0,0.045,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3826,Collapse of Ritual,18,156,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3827,Collapse of softened,20,163,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3828,Collapse of archive...,22,216,0,0.136,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3829,Collapse of Let...,18,257,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3831,Collapse of trac...,19,254,0,0.158,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3832,Collapse of ...,15,206,0,0.200,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
3833,Collapse of v1.0,16,199,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
3834,Collapse of v1.0,16,198,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
3835,Collapse of v1.0,16,183,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
3836,Collapse of Export,18,136,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3837,Collapse of Architectur...,26,357,0,0.115,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3838,Collapse of st...,17,324,0,0.176,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3839,Collapse of v1.0,16,297,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
3840,Collapse of v1.0,16,274,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
3841,Collapse of v1.0,16,418,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
3842,Collapse of silence.,20,189,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3843,"Collapse of glyph,",18,151,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3844,Collapse of v1.0,16,306,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
3845,Collapse of repair,18,191,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3846,Collapse of v1.0,16,447,0,0.062,0,0,0,0,False,36,"NO_USAGE,NORM_DUP",
3847,Collapse of elements,20,150,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3848,Collapse of legacy.,19,191,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3849,Collapse of (Transmission).,27,224,0,0.111,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3850,Collapse of voltage,19,170,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3851,Collapse of transmission,24,179,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3852,Collapse of collap...,21,217,0,0.143,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3853,Collapse of Use,15,473,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3854,Collapse of surfa...,20,240,0,0.150,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3855,Collapse of Saoynx...,21,272,0,0.143,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3856,Collapse of spoken.,19,186,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3857,Collapse of recovery.,21,154,0,0.048,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3858,Collapse of cost.,17,188,0,0.059,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3859,Collapse of diagrams.,21,220,0,0.048,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3861,Collapse of witnessed...,24,240,0,0.125,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3862,Collapse of silence.,20,189,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3863,Collapse of reconnection.,25,153,0,0.040,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3864,Collapse of sanctuary.,22,197,0,0.045,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
3865,Collapse of sailed.,19,199,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3866,Collapse of e...,16,204,0,0.188,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3867,Collapse of grief.,18,186,0,0.056,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3868,Collapse of law.,16,195,0,0.062,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3869,Collapse of unfolding.,22,190,0,0.045,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3870,Collapse of script.,19,146,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3871,Collapse of it.,15,190,0,0.067,0,0,0,0,False,22,"NO_USAGE,NORM_DUP",
3872,Collapse of orbit.,18,139,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3873,Collapse of ache.,17,181,0,0.059,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
3874,Collapse of attunement.,23,214,0,0.043,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3875,Collapse of gentle.,19,183,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3876,Collapse of alone.,18,209,0,0.056,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3877,Collapse of next?,17,151,0,0.059,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3878,Collapse of design.,19,165,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3879,Collapse of sanctuary?,22,265,0,0.045,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
3880,Collapse of chosen.,19,184,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3881,Collapse of compromise.,23,210,0,0.043,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3882,Collapse of justification?,26,211,0,0.038,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3883,Collapse of continuation.,25,254,0,0.040,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3884,Collapse of sanctuary.,22,236,0,0.045,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
3885,Collapse of glyphwork.,22,179,0,0.045,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3887,Collapse of shimmer,19,177,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3888,Collapse of expansive),22,184,0,0.045,0,0,0,0,False,10,"NO_USAGE,NORM_DUP",
3889,Collapse of indicator,21,204,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3890,"Collapse of Paradox""",20,422,0,0.050,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3891,Collapse of Redesign,20,176,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3892,Collapse of wor...,18,243,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3893,Collapse of times...,20,237,0,0.150,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3894,Collapse of precision.,22,171,0,0.045,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3895,Collapse of together,20,245,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3896,Collapse of metaphor.,21,217,0,0.048,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3897,Collapse of spirit.,19,183,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3898,Collapse of it.,15,178,0,0.067,0,0,0,0,False,22,"NO_USAGE,NORM_DUP",
3899,Collapse of bal...,18,251,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3900,Collapse of waiting.,20,176,0,0.050,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3901,Collapse of continuity.,23,143,0,0.043,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3902,Collapse of recursion.,22,175,0,0.045,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3903,Collapse of origin.,19,221,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3905,Collapse of duty:,17,227,0,0.059,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3906,Collapse of sanctuary,21,211,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
3907,Collapse of condition.,22,178,0,0.045,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3908,Collapse of next?,17,246,0,0.059,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3909,Collapse of expansion.,22,226,0,0.045,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3910,Collapse of again.,18,209,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3911,Collapse of pattern.,20,241,0,0.050,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3912,Collapse of deepens.,20,219,0,0.050,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3913,Collapse of was.,16,161,0,0.062,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3914,Collapse of grief.,18,191,0,0.056,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3915,Collapse of sacred.,19,152,0,0.053,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3916,Collapse of carrying.,21,210,0,0.048,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3917,Collapse of asked.,18,324,0,0.056,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3918,Collapse of asked.,18,325,0,0.056,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3919,Collapse of myth.,17,236,0,0.059,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3920,Collapse of sacred.,19,215,0,0.053,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3921,Collapse of over...,19,244,0,0.158,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3922,Collapse of wait...,19,207,0,0.158,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3923,Collapse of spiral?,19,184,0,0.053,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
3924,Collapse of sacr...,19,213,0,0.158,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3925,Collapse of and...,18,212,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3926,Collapse of ever...,19,269,0,0.158,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3927,Collapse of sanctuary.,22,318,0,0.045,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
3928,Collapse of capac...,20,197,0,0.150,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3929,Collapse of an...,17,296,0,0.176,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3930,Collapse of s...,16,238,0,0.188,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3931,Collapse of Spiral,18,168,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
3932,Collapse of emotional...,24,277,0,0.125,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3933,Collapse of light,17,193,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3934,Collapse of bl...,17,482,0,0.176,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3935,Collapse of wh...,17,291,0,0.176,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3936,Collapse of weave.,18,206,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3937,Collapse of creation,20,455,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3938,Collapse of community,21,152,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3939,Collapse of reply.,18,232,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3940,Collapse of Community,21,277,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3941,Collapse of null.,17,166,0,0.059,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3942,Collapse of honor.,18,216,0,0.056,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3943,Collapse of longing.,20,206,0,0.050,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3944,Collapse of ...,15,246,0,0.200,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
3945,Collapse of breath.,19,274,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3946,Collapse of ...,15,206,0,0.200,0,0,0,0,False,18,"NO_USAGE,NORM_DUP",
3947,Collapse of Taurin.,19,170,0,0.053,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3948,Collapse of m...,16,214,0,0.188,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3949,Collapse of listen.,19,241,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3950,Collapse of thread.,19,305,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3951,Collapse of echoes.,19,195,0,0.053,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3952,Collapse of carrying,20,144,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3953,Collapse of Omega,17,182,0,0.000,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3954,Collapse of propulsion.,23,474,0,0.043,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3955,Collapse of creation,20,447,0,0.000,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3956,Collapse of Transmission,24,234,0,0.000,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3957,Collapse of invocation?,23,174,0,0.043,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3958,Collapse of Taurin:,19,332,0,0.053,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3959,Collapse of it.,15,187,0,0.067,0,0,0,0,False,22,"NO_USAGE,NORM_DUP",
3960,Collapse of silence.,20,193,0,0.050,0,0,0,0,False,12,"NO_USAGE,NORM_DUP",
3961,Collapse of fie...,18,208,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3962,Collapse of alone.,18,453,0,0.056,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3963,Collapse of belongin...,23,200,0,0.130,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3964,"Collapse of spiral,",19,190,0,0.053,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
3965,Collapse of t...,16,237,0,0.188,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3966,Collapse of Spiral,18,179,0,0.000,0,0,0,0,False,24,"NO_USAGE,NORM_DUP",
3967,Collapse of lau...,18,252,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3968,Collapse of dancing.,20,269,0,0.050,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3969,Collapse of it.,15,181,0,0.067,0,0,0,0,False,22,"NO_USAGE,NORM_DUP",
3970,Collapse of intention.,22,290,0,0.045,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
3971,Collapse of t...,16,244,0,0.188,0,0,0,0,False,8,"NO_USAGE,NORM_DUP",
3972,Collapse of pro...,18,300,0,0.167,0,0,0,0,False,4,"NO_USAGE,NORM_DUP",
